prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
レストランで陽菜と翔太が買い物をしていた。翔太は素敵なネックレスを購入し、,237,1,3,5,6,8,13,15,24,25,翔,陽,翔,翔,陽,陽,ablation,陽,0.3359,0.3359,0.0005
レストランで陸と美優が買い物をしていた。美優は素敵なスナックを購入し、,239,1,3,4,5,7,12,14,23,24,美,陸,美,美,陸,陸,ablation,陸,0.3535,0.3535,0.0146
店で陸と直樹が歩いていたとき、直樹は珍しいネックレスを見つけ、すぐに,149,1,3,4,5,7,12,14,22,23,直,陸,直,直,陸,陸,ablation,店,0.3574,0.0583,0.0033
店で涼太と陽菜が話していた。陽菜はコンピューターを取り出すと、,4,1,3,5,6,8,12,14,22,23,陽,涼,陽,陽,涼,涼,ablation,店,0.0977,0.0408,0.0029
駅で健太と翔太が練習していた。翔太はコンピューターをキャッチすると、力強く,348,1,4,6,7,9,14,16,27,28,翔,健,翔,翔,健,健,eval,、,0.0474,0.0082,0.0006
オフィスで哲也と亮が練習していた。亮は飲み物をキャッチすると、力強く,334,1,5,7,8,9,14,15,24,25,亮,哲,亮,亮,哲,哲,ablation,投,0.106,0.0,0.0
駅で達也と結衣が準備をしていた。結衣は余分なコンピューターを持っていたので、,780,1,4,6,7,9,14,16,27,28,結,達,結,結,達,達,ablation,結,0.1289,0.0947,0.1289
和也と翼が庭で席に着いた。翼は熱い指輪を持ってきて、,368,1,1,3,4,5,13,14,21,22,翼,和,翼,翼,和,和,circuit,和,0.2275,0.2275,0.0013
哲也と大輔が店で席に着いた。大輔は熱いネックレスを持ってきて、,365,1,1,3,4,6,14,16,24,25,大,哲,大,大,哲,哲,eval,哲,0.5977,0.5977,0.0012
葵と大輔は庭で修理をしていた。大輔は近くにあったスナックを掴み、,663,1,1,2,3,5,12,14,24,25,大,葵,大,大,葵,葵,ablation,葵,0.1108,0.1108,0.016
亮と結衣は山で修理をしていた。結衣は近くにあった骨を掴み、,714,1,1,2,3,5,12,14,22,23,結,亮,結,結,亮,亮,ablation,亮,0.3164,0.3164,0.0051
直樹と葵は病院で休憩していた。葵は携帯の画面にあるネックレスを表示し、,829,1,1,3,4,5,13,14,27,28,葵,直,葵,葵,直,直,ablation,直,0.5781,0.5781,0.0034
病院で美優と拓也が準備をしていた。拓也は余分な飲み物を持っていたので、,758,1,4,6,7,9,14,16,25,26,拓,美,拓,拓,美,美,ablation,美,0.2168,0.2168,0.0167
葵と陽菜は病院で休憩していた。陽菜は携帯の画面にある指輪を表示し、,824,1,1,2,3,5,13,15,27,28,陽,葵,陽,陽,葵,葵,ablation,葵,0.7344,0.7344,0.0021
健太と大輔は庭の図書館にいた。大輔は借りていたキスを読み終え、,945,1,1,3,4,6,16,18,27,28,大,健,大,大,健,健,eval,健,0.2383,0.2383,0.0135
達也と美優は店で休憩していた。美優は携帯の画面にある骨を表示し、,794,1,1,3,4,6,13,15,26,27,美,達,美,美,達,達,ablation,達,0.4355,0.4355,0.0278
家で杏奈と愛が仕事をしていた。愛は新しいネックレスを作成し、その内容を,485,1,3,5,6,7,11,12,23,24,愛,杏,愛,愛,杏,杏,eval,杏,0.2012,0.2012,0.0078
学校の隅で翼と美優が二人きりだった。美優は衝撃的なスナックを知り、こっそりと,535,1,5,6,7,9,15,17,33,34,美,翼,美,美,翼,翼,ablation,翼,0.208,0.208,0.0435
店で和也と健太が話していた。健太はスナックを取り出すと、,7,1,3,5,6,8,12,14,21,22,健,和,健,健,和,和,eval,和,0.207,0.207,0.0031
レストランで七海と拓也が帰り支度をしていた。拓也は車のキスを見つけ、,881,1,3,5,6,8,15,17,23,24,拓,七,拓,拓,七,七,ablation,七,0.1934,0.1934,0.0012
剛と達也はオフィスにいた。達也は落ちていた骨を拾い、,114,1,1,2,3,5,12,14,21,22,達,剛,達,達,剛,剛,ablation,その,0.0175,0.0064,0.0068
家で直樹と美優が仕事をしていた。美優は新しいキスを作成し、その内容を,481,1,3,5,6,8,12,14,24,25,美,直,美,美,直,直,ablation,直,0.3125,0.3125,0.0095
翼と七海は山で修理をしていた。七海は近くにあったキスを掴み、,713,1,1,2,3,5,12,14,23,24,七,翼,七,七,翼,翼,ablation,翼,0.5352,0.5352,0.0007
レストランで亮と結衣が仕事をしていた。結衣は新しいキスを作成し、その内容を,449,1,3,4,5,7,11,13,23,24,結,亮,結,結,亮,亮,eval,亮,0.334,0.334,0.0011
直樹と陽菜は店の図書館にいた。陽菜は借りていた指輪を読み終え、,936,1,1,3,4,6,16,18,27,28,陽,直,陽,陽,直,直,ablation,直,0.3613,0.3613,0.0019
レストランで達也と愛が仕事をしていた。愛は新しいスナックを作成し、その内容を,455,1,3,5,6,7,11,12,23,24,愛,達,愛,愛,達,達,ablation,達,0.4355,0.4355,0.0043
美月と愛は店で修理をしていた。愛は近くにあった骨を掴み、,650,1,1,3,4,5,12,13,21,22,愛,美,愛,愛,美,美,eval,美,0.5,0.5,0.0041
美咲と翔太はオフィスにいた。翔太は落ちていたキスを拾い、,113,1,1,4,5,7,14,16,24,25,翔,美,翔,翔,美,美,ablation,美,0.5703,0.5703,0.0007
愛と健太が庭で席に着いた。健太は熱いスナックを持ってきて、,375,1,1,2,3,5,13,15,23,24,健,愛,健,健,愛,愛,ablation,愛,0.5703,0.5703,0.0007
結衣と健太が店で席に着いた。健太は熱い骨を持ってきて、,362,1,1,3,4,6,14,16,22,23,健,結,健,健,結,結,ablation,結,0.6133,0.6133,0.0044
家で達也と拓也が帰り支度をしていた。拓也は車のバスケットボールを見つけ、,915,1,3,5,6,8,15,17,24,25,拓,達,拓,拓,達,達,ablation,家,0.2188,0.1504,0.001
家で愛と健太が仕事をしていた。健太は新しいバスケットボールを作成し、その内容を,483,1,3,4,5,7,11,13,24,25,健,愛,健,健,愛,愛,ablation,愛,0.2676,0.2676,0.0142
家で美優と翔太が本棚を見ていた。翔太は面白そうな飲み物を選び、,630,1,3,5,6,8,14,16,23,24,翔,美,翔,翔,美,美,ablation,美,0.2637,0.2637,0.0103
家で楓と和也が練習していた。和也は骨をキャッチすると、力強く,338,1,3,5,6,8,13,15,23,24,和,�,和,和,�,�,ablation,、,0.0432,0.0,0.0002
駅で葵と一輝が準備をしていた。一輝は余分なネックレスを持っていたので、,781,1,4,5,6,8,13,15,25,26,一,葵,一,一,葵,葵,ablation,葵,0.1226,0.1226,0.0291
病院で和也と哲也が仕事をしていた。哲也は新しい骨を作成し、その内容を,466,1,4,6,7,9,13,15,24,25,哲,和,哲,哲,和,和,ablation,和,0.3594,0.3594,0.0003
山で優菜と彩が乾杯しようとしていた。彩は冷えたスナックを開け、,1079,1,3,5,6,7,14,15,23,24,彩,優,彩,彩,優,優,ablation,優,0.2295,0.2295,0.0005
病院の隅で陸と哲也が二人きりだった。哲也は衝撃的なバスケットボールを知り、こっそりと,539,1,6,7,8,10,16,18,34,35,哲,陸,哲,哲,陸,陸,ablation,陸,0.1611,0.1611,0.0193
庭で隼人と美咲が帰り支度をしていた。美咲は車のキスを見つけ、,873,1,3,5,5,8,15,18,24,25,美,隼,美,美,隼,隼,ablation,隼,0.0422,0.0422,0.0128
学校で涼太と愛が買い物をしていた。愛は素敵な飲み物を購入し、,246,1,3,5,6,7,12,13,21,22,愛,涼,愛,愛,涼,涼,ablation,涼,0.4023,0.4023,0.0045
庭で拓也と陽菜が練習していた。陽菜は飲み物をキャッチすると、力強く,302,1,3,5,6,8,13,15,24,25,陽,拓,陽,陽,拓,拓,circuit,投,0.0532,0.0002,0.001
七海と翔太は家で修理をしていた。翔太は近くにあったキスを掴み、,697,1,1,3,4,6,13,15,24,25,翔,七,翔,翔,七,七,ablation,七,0.2158,0.2158,0.0095
店で優菜と大輔が帰り支度をしていた。大輔は車のバスケットボールを見つけ、,867,1,3,5,6,8,15,17,24,25,大,優,大,大,優,優,ablation,優,0.2578,0.2578,0.0211
優花と葵が家で席に着いた。葵は熱いバスケットボールを持ってきて、,411,1,1,3,4,5,13,14,22,23,葵,優,葵,葵,優,優,ablation,優,0.4355,0.4355,0.0006
一輝と哲也は家で休憩していた。哲也は携帯の画面にある飲み物を表示し、,846,1,1,3,4,6,13,15,27,28,哲,一,哲,哲,一,一,ablation,一,0.3926,0.3926,0.0023
愛と健太が山で席に着いた。健太は熱いコンピューターを持ってきて、,428,1,1,2,3,5,13,15,24,25,健,愛,健,健,愛,愛,circuit,愛,0.5391,0.5391,0.0014
直樹と優花は店で修理をしていた。優花は近くにあった指輪を掴み、,648,1,1,3,4,6,13,15,24,25,優,直,優,優,直,直,ablation,直,0.6094,0.6094,0.0044
病院で一輝と愛が帰り支度をしていた。愛は車の飲み物を見つけ、,902,1,4,6,7,8,15,16,22,23,愛,一,愛,愛,一,一,ablation,一,0.1758,0.1758,0.0325
店で葵と七海が本棚を見ていた。七海は面白そうなコンピューターを選び、,580,1,3,4,5,7,13,15,24,25,七,葵,七,七,葵,葵,ablation,葵,0.3379,0.3379,0.0051
庭で楓と達也が乾杯しようとしていた。達也は冷えたネックレスを開け、,1021,1,3,5,6,8,15,17,25,26,達,�,達,達,�,�,ablation,庭,0.0669,0.0,0.0001
店で優花と亮が練習していた。亮はネックレスをキャッチすると、力強く,293,1,3,5,6,7,12,13,23,24,亮,優,亮,亮,優,優,circuit,振り,0.0422,0.0094,0.0003
達也と結衣は庭にいた。結衣は落ちていたキスを拾い、,81,1,1,3,4,6,11,13,21,22,結,達,結,結,達,達,ablation,達,0.4336,0.4336,0.0042
七海と愛は家の図書館にいた。愛は借りていたキスを読み終え、,985,1,1,3,4,5,14,15,24,25,愛,七,愛,愛,七,七,ablation,七,0.2793,0.2793,0.0027
健太と翔太はレストランで休憩していた。翔太は携帯の画面にあるスナックを表示し、,815,1,1,3,4,6,13,15,28,29,翔,健,翔,翔,健,健,ablation,健,0.7812,0.7812,0.0015
彩と美月が駅で席に着いた。美月は熱いコンピューターを持ってきて、,420,1,1,2,3,5,14,16,25,26,美,彩,美,美,彩,彩,eval,彩,0.5156,0.5156,0.0027
駅で楓と哲也が話していた。哲也は飲み物を取り出すと、,62,1,1,3,7,9,13,15,21,22,哲,�,哲,哲,�,�,ablation,�,0.062,0.0,0.0101
優花と結衣は家で修理をしていた。結衣は近くにあったキスを掴み、,697,1,1,3,4,6,13,15,24,25,結,優,結,結,優,優,ablation,優,0.543,0.543,0.0068
レストランで優菜と亮が買い物をしていた。亮は素敵なキスを購入し、,233,1,3,5,6,7,12,13,21,22,亮,優,亮,亮,優,優,ablation,優,0.582,0.582,0.0014
美咲と翔太は病院で修理をしていた。翔太は近くにあった骨を掴み、,682,1,1,4,5,7,15,17,25,26,翔,美,翔,翔,美,美,ablation,美,0.6836,0.6836,0.0063
家で美月と翼が買い物をしていた。翼は素敵なネックレスを購入し、,269,1,3,5,6,7,12,13,22,23,翼,美,翼,翼,美,美,eval,美,0.6016,0.6016,0.0003
涼太と葵は庭にいた。葵は落ちていたコンピューターを拾い、,84,1,1,3,4,5,10,11,21,22,葵,涼,葵,葵,涼,涼,ablation,涼,0.6992,0.6992,0.0001
店で涼太と哲也が話していた。哲也はキスを取り出すと、,1,1,3,5,6,8,12,14,20,21,哲,涼,哲,哲,涼,涼,ablation,店,0.1235,0.0903,0.0024
店で和也と大輔が話していた。大輔はバスケットボールを取り出すと、,3,1,3,5,6,8,12,14,21,22,大,和,大,大,和,和,ablation,店,0.125,0.1035,0.0124
家で愛と拓也が帰り支度をしていた。拓也は車の指輪を見つけ、,912,1,3,4,5,7,14,16,22,23,拓,愛,拓,拓,愛,愛,ablation,家,0.1191,0.0266,0.0034
オフィスで拓也と健太が練習していた。健太は骨をキャッチすると、力強く,330,1,5,7,8,10,15,17,25,26,健,拓,健,健,拓,拓,ablation,、,0.0422,0.0001,0.0009
レストランで剛と和也が本棚を見ていた。和也は面白そうなバスケットボールを選び、,595,1,3,4,5,7,13,15,23,24,和,剛,和,和,剛,剛,ablation,剛,0.1504,0.1504,0.0103
レストランで七海と大輔が練習していた。大輔は飲み物をキャッチすると、力強く,310,1,3,5,6,8,13,15,24,25,大,七,大,大,七,七,ablation,投,0.0967,0.0012,0.0031
美優と愛が庭で席に着いた。愛は熱いネックレスを持ってきて、,373,1,1,3,4,5,13,14,22,23,愛,美,愛,愛,美,美,ablation,美,0.4473,0.4473,0.0053
哲也と大輔が駅で席に着いた。大輔は熱い骨を持ってきて、,418,1,1,3,4,6,15,17,23,24,大,哲,大,大,哲,哲,ablation,哲,0.7578,0.7578,0.0013
店でさくらと愛が仕事をしていた。愛は新しい飲み物を作成し、その内容を,438,1,3,6,7,8,12,13,23,24,愛,さ,愛,愛,さ,さ,eval,店,0.4082,0.0854,0.0024
愛と陽菜は店にいた。陽菜は落ちていた飲み物を拾い、,78,1,1,2,3,5,10,12,20,21,陽,愛,陽,陽,愛,愛,ablation,愛,0.5352,0.5352,0.0056
オフィスの隅で翼と健太が二人きりだった。健太は衝撃的な指輪を知り、こっそりと,544,1,7,8,9,11,17,19,34,35,健,翼,健,健,翼,翼,eval,翼,0.2656,0.2656,0.0192
レストランで直樹と愛が乾杯しようとしていた。愛は冷えた指輪を開け、,1024,1,3,5,6,7,14,15,22,23,愛,直,愛,愛,直,直,ablation,指,0.1582,0.1484,0.0029
病院で愛と翔太が本棚を見ていた。翔太は面白そうなバスケットボールを選び、,611,1,4,5,6,8,14,16,24,25,翔,愛,翔,翔,愛,愛,circuit,病,0.3652,0.1719,0.0071
病院で優花と和也が準備をしていた。和也は余分なバスケットボールを持っていたので、,755,1,4,6,7,9,14,16,26,27,和,優,和,和,優,優,ablation,優,0.3926,0.3926,0.0222
家で葵と大輔が乾杯しようとしていた。大輔は冷えた指輪を開け、,1056,1,3,4,5,7,14,16,23,24,大,葵,大,大,葵,葵,ablation,葵,0.0728,0.0728,0.0072
美月と七海はレストランで休憩していた。七海は携帯の画面にあるコンピューターを表示し、,812,1,1,3,4,6,13,15,29,30,七,美,七,七,美,美,ablation,美,0.3438,0.3438,0.041
山で七海と大輔が話していた。大輔はコンピューターを取り出すと、,68,1,3,5,6,8,12,14,22,23,大,七,大,大,七,七,ablation,山,0.1514,0.0593,0.0181
レストランで亮と拓也が帰り支度をしていた。拓也は車の飲み物を見つけ、,886,1,3,4,5,7,14,16,22,23,拓,亮,拓,拓,亮,亮,ablation,亮,0.377,0.377,0.0004
愛と拓也は学校の図書館にいた。拓也は借りていたネックレスを読み終え、,965,1,1,2,3,5,15,17,27,28,拓,愛,拓,拓,愛,愛,ablation,愛,0.3711,0.3711,0.0013
店で美月と七海が仕事をしていた。七海は新しいバスケットボールを作成し、その内容を,435,1,3,5,6,8,12,14,25,26,七,美,七,七,美,美,circuit,店,0.2227,0.209,0.0052
一輝と美優が山で席に着いた。美優は熱いバスケットボールを持ってきて、,427,1,1,3,4,6,14,16,24,25,美,一,美,美,一,一,ablation,一,0.3574,0.3574,0.0079
レストランで拓也と翔太が乾杯しようとしていた。翔太は冷えた骨を開け、,1026,1,3,5,6,8,15,17,23,24,翔,拓,翔,翔,拓,拓,ablation,拓,0.064,0.064,0.0008
陸と拓也は山で修理をしていた。拓也は近くにあった指輪を掴み、,712,1,1,2,3,5,12,14,23,24,拓,陸,拓,拓,陸,陸,ablation,陸,0.3926,0.3926,0.001
涼太と和也はオフィスで休憩していた。和也は携帯の画面にあるバスケットボールを表示し、,835,1,1,3,4,6,15,17,30,31,和,涼,和,和,涼,涼,ablation,涼,0.8125,0.8125,0.0023
オフィスで優花と大輔が歩いていたとき、大輔は珍しいネックレスを見つけ、すぐに,189,1,5,7,8,10,15,17,25,26,大,優,大,大,優,優,ablation,優,0.6875,0.6875,0.0098
七海と翔太は庭の図書館にいた。翔太は借りていた指輪を読み終え、,944,1,1,3,4,6,16,18,27,28,翔,七,翔,翔,七,七,ablation,七,0.3457,0.3457,0.0021
庭で直樹と葵が買い物をしていた。葵は素敵なネックレスを購入し、,229,1,3,5,6,7,12,13,22,23,葵,直,葵,葵,直,直,ablation,直,0.6953,0.6953,0.0001
愛と陽菜は庭にいた。陽菜は落ちていた飲み物を拾い、,86,1,1,2,3,5,10,12,20,21,陽,愛,陽,陽,愛,愛,ablation,愛,0.582,0.582,0.0039
一輝と愛はオフィスの図書館にいた。愛は借りていたバスケットボールを読み終え、,979,1,1,3,4,5,17,18,28,29,愛,一,愛,愛,一,一,circuit,一,0.2275,0.2275,0.002
駅で健太と翔太が話していた。翔太は飲み物を取り出すと、,62,1,4,6,7,9,13,15,21,22,翔,健,翔,翔,健,健,ablation,健,0.3906,0.3906,0.0063
彩と直樹は駅で休憩していた。直樹は携帯の画面にある指輪を表示し、,848,1,1,2,3,5,13,15,27,28,直,彩,直,直,彩,彩,ablation,彩,0.5312,0.5312,0.0043
拓也と翔太はオフィスの図書館にいた。翔太は借りていたコンピューターを読み終え、,980,1,1,3,4,6,18,20,31,32,翔,拓,翔,翔,拓,拓,ablation,拓,0.2285,0.2285,0.0013
オフィスで拓也と健太が乾杯しようとしていた。健太は冷えた指輪を開け、,1048,1,5,7,8,10,17,19,26,27,健,拓,健,健,拓,拓,ablation,指,0.0991,0.0236,0.0009
店で翼と拓也が帰り支度をしていた。拓也は車のキスを見つけ、,865,1,3,4,5,7,14,16,22,23,拓,翼,拓,拓,翼,翼,ablation,翼,0.293,0.293,0.0004
店で葵と翔太が歩いていたとき、翔太は珍しい飲み物を見つけ、すぐに,150,1,3,4,5,7,12,14,21,22,翔,葵,翔,翔,葵,葵,ablation,葵,0.2148,0.2148,0.0035
家で彩と一輝が帰り支度をしていた。一輝は車のコンピューターを見つけ、,916,1,3,4,5,7,14,16,24,25,一,彩,一,一,彩,彩,ablation,彩,0.1211,0.1211,0.0306
陸と優菜が庭で席に着いた。優菜は熱い飲み物を持ってきて、,374,1,1,2,3,5,13,15,22,23,優,陸,優,優,陸,陸,ablation,陸,0.2715,0.2715,0.0093
一輝と健太は駅で修理をしていた。健太は近くにあった骨を掴み、,706,1,1,3,4,6,14,16,24,25,健,一,健,健,一,一,ablation,一,0.3496,0.3496,0.0004
オフィスで美優と亮が仕事をしていた。亮は新しいキスを作成し、その内容を,473,1,5,7,8,9,13,14,24,25,亮,美,亮,亮,美,美,ablation,美,0.4434,0.4434,0.0009
病院で一輝と亮が買い物をしていた。亮は素敵なネックレスを購入し、,253,1,4,6,7,8,13,14,23,24,亮,一,亮,亮,一,一,ablation,一,0.375,0.375,0.0024
オフィスで直樹と翼が練習していた。翼は骨をキャッチすると、力強く,330,1,5,7,8,9,14,15,23,24,翼,直,翼,翼,直,直,eval,、,0.0344,0.0184,0.0013
病院で美月と翔太が仕事をしていた。翔太は新しい飲み物を作成し、その内容を,470,1,4,6,7,9,13,15,25,26,翔,美,翔,翔,美,美,ablation,美,0.5859,0.5859,0.0003
店で陸と健太が準備をしていた。健太は余分なネックレスを持っていたので、,725,1,3,4,5,7,12,14,24,25,健,陸,健,健,陸,陸,ablation,店,0.1348,0.1118,0.0183
山で結衣と翔太が本棚を見ていた。翔太は面白そうな指輪を選び、,640,1,3,5,6,8,14,16,23,24,翔,結,翔,翔,結,結,ablation,結,0.7969,0.7969,0.0009
一輝と健太は店にいた。健太は落ちていたスナックを拾い、,79,1,1,3,4,6,11,13,22,23,健,一,健,健,一,一,ablation,一,0.4277,0.4277,0.0004
庭の隅で美月と健太が二人きりだった。健太は衝撃的なキスを知り、こっそりと,513,1,5,7,8,10,16,18,33,34,健,美,健,健,美,美,ablation,美,0.1836,0.1836,0.0055
病院で楓と健太が乾杯しようとしていた。健太は冷えたバスケットボールを開け、,1043,1,4,6,7,9,16,18,26,27,健,�,健,健,�,�,ablation,�,0.0466,0.0,0.0098
学校で愛と大輔が乾杯しようとしていた。大輔は冷えた骨を開け、,1034,1,3,4,5,7,14,16,22,23,大,愛,大,大,愛,愛,ablation,愛,0.1118,0.1118,0.0151
店で彩と陽菜が本棚を見ていた。陽菜は面白そうなネックレスを選び、,581,1,3,4,5,7,13,15,23,24,陽,彩,陽,陽,彩,彩,ablation,彩,0.4609,0.4609,0.0048
山で陽菜と大輔が準備をしていた。大輔は余分な飲み物を持っていたので、,790,1,3,5,6,8,13,15,24,25,大,陽,大,大,陽,陽,ablation,山,0.3613,0.0179,0.0278
駅で楓と達也が練習していた。達也は指輪をキャッチすると、力強く,344,1,1,3,7,9,14,16,25,26,達,�,達,達,�,�,ablation,�,0.0253,0.0,0.0001
葵と哲也はオフィスにいた。哲也は落ちていた骨を拾い、,114,1,1,2,3,5,12,14,21,22,哲,葵,哲,哲,葵,葵,ablation,葵,0.3125,0.3125,0.0009
レストランで一輝と哲也が歩いていたとき、哲也は珍しい指輪を見つけ、すぐに,160,1,3,5,6,8,13,15,22,23,哲,一,哲,哲,一,一,ablation,一,0.2354,0.2354,0.0067
家の隅で剛と美月が二人きりだった。美月は衝撃的なスナックを知り、こっそりと,559,1,4,5,6,8,14,16,32,33,美,剛,美,美,剛,剛,ablation,家,0.0439,0.0194,0.0134
レストランで拓也と大輔が本棚を見ていた。大輔は面白そうなネックレスを選び、,597,1,3,5,6,8,14,16,24,25,大,拓,大,大,拓,拓,ablation,拓,0.249,0.249,0.0103
庭で彩と直樹が本棚を見ていた。直樹は面白そうな飲み物を選び、,590,1,3,4,5,7,13,15,22,23,直,彩,直,直,彩,彩,ablation,彩,0.4199,0.4199,0.0034
学校で美優と陽菜が買い物をしていた。陽菜は素敵なコンピューターを購入し、,244,1,3,5,6,8,13,15,25,26,陽,美,陽,陽,美,美,circuit,美,0.4258,0.4258,0.0083
駅で葵と一輝が歩いていたとき、一輝は珍しいスナックを見つけ、すぐに,207,1,4,5,6,8,13,15,23,24,一,葵,一,一,葵,葵,eval,葵,0.4551,0.4551,0.0166
家の隅でさくらと亮が二人きりだった。亮は衝撃的な骨を知り、こっそりと,554,1,4,7,8,9,15,16,30,31,亮,さ,亮,亮,さ,さ,ablation,家,0.1348,0.0342,0.0234
店で彩と健太が帰り支度をしていた。健太は車のバスケットボールを見つけ、,867,1,3,4,5,7,14,16,23,24,健,彩,健,健,彩,彩,ablation,彩,0.3457,0.3457,0.0049
オフィスで陽菜と翔太が本棚を見ていた。翔太は面白そうな指輪を選び、,616,1,5,7,8,10,16,18,25,26,翔,陽,翔,翔,陽,陽,ablation,オ,0.2871,0.1738,0.0006
オフィスで愛と翔太が仕事をしていた。翔太は新しいバスケットボールを作成し、その内容を,475,1,5,6,7,9,13,15,26,27,翔,愛,翔,翔,愛,愛,circuit,オ,0.4629,0.0168,0.0005
レストランで楓と健太が歩いていたとき、健太は珍しいスナックを見つけ、すぐに,167,1,3,5,6,8,13,15,23,24,健,�,健,健,�,�,ablation,健,0.0649,0.0,0.0649
駅で美優と翔太が話していた。翔太は飲み物を取り出すと、,62,1,4,6,7,9,13,15,21,22,翔,美,翔,翔,美,美,ablation,美,0.3906,0.3906,0.0067
庭で翼と達也が話していた。達也はバスケットボールを取り出すと、,11,1,3,4,5,7,11,13,20,21,達,翼,達,達,翼,翼,ablation,庭,0.1157,0.04,0.0004
愛と陽菜は山で修理をしていた。陽菜は近くにあったスナックを掴み、,719,1,1,2,3,5,12,14,24,25,陽,愛,陽,陽,愛,愛,ablation,愛,0.4434,0.4434,0.0067
翼と美優は駅で休憩していた。美優は携帯の画面にある飲み物を表示し、,854,1,1,2,3,5,13,15,27,28,美,翼,美,美,翼,翼,ablation,翼,0.5156,0.5156,0.0155
庭で健太と翔太が準備をしていた。翔太は余分なキスを持っていたので、,729,1,3,5,6,8,13,15,24,25,翔,健,翔,翔,健,健,ablation,健,0.2773,0.2773,0.0122
オフィスで葵と美優が準備をしていた。美優は余分なキスを持っていたので、,761,1,5,6,7,9,14,16,25,26,美,葵,美,美,葵,葵,ablation,葵,0.1924,0.1924,0.026
翼と哲也は店の図書館にいた。哲也は借りていた飲み物を読み終え、,942,1,1,2,3,5,15,17,26,27,哲,翼,哲,哲,翼,翼,ablation,翼,0.3848,0.3848,0.0023
優花と美月はオフィスの図書館にいた。美月は借りていた指輪を読み終え、,976,1,1,3,4,6,18,20,29,30,美,優,美,美,優,優,ablation,優,0.416,0.416,0.0081
病院で一輝と亮が話していた。亮は飲み物を取り出すと、,38,1,4,6,7,8,12,13,19,20,亮,一,亮,亮,一,一,ablation,病,0.1367,0.1289,0.0032
楓と美月はレストランで修理をしていた。美月は近くにあったネックレスを掴み、,669,1,1,3,4,6,13,15,25,26,美,�,美,美,�,�,ablation,�,0.3066,0.0,0.0471
家で彩と結衣が買い物をしていた。結衣は素敵な指輪を購入し、,264,1,3,4,5,7,12,14,22,23,結,彩,結,結,彩,彩,ablation,彩,0.6641,0.6641,0.0121
涼太と拓也は学校で修理をしていた。拓也は近くにあったネックレスを掴み、,677,1,1,3,4,6,13,15,25,26,拓,涼,拓,拓,涼,涼,ablation,涼,0.6406,0.6406,0.0001
庭の隅で優菜と愛が二人きりだった。愛は衝撃的なネックレスを知り、こっそりと,517,1,5,7,8,9,15,16,32,33,愛,優,愛,愛,優,優,eval,優,0.4434,0.4434,0.0076
学校で楓と和也が乾杯しようとしていた。和也は冷えたスナックを開け、,1039,1,3,5,6,8,15,17,25,26,和,�,和,和,�,�,ablation,�,0.0703,0.0,0.0045
レストランで大輔と翔太が準備をしていた。翔太は余分なコンピューターを持っていたので、,740,1,3,5,6,8,13,15,26,27,翔,大,翔,翔,大,大,ablation,大,0.1021,0.1021,0.0035
オフィスで結衣と大輔が帰り支度をしていた。大輔は車のバスケットボールを見つけ、,907,1,5,7,8,10,17,19,26,27,大,結,大,大,結,結,ablation,結,0.2754,0.2754,0.0742
病院で優花と達也が本棚を見ていた。達也は面白そうなバスケットボールを選び、,611,1,4,6,7,9,15,17,25,26,達,優,達,達,優,優,ablation,優,0.5781,0.5781,0.0008
オフィスで直樹と一輝が仕事をしていた。一輝は新しいスナックを作成し、その内容を,479,1,5,7,8,10,14,16,27,28,一,直,一,一,直,直,eval,直,0.1611,0.1611,0.0383
未来と結衣は学校にいた。結衣は落ちていた指輪を拾い、,96,1,1,2,3,5,10,12,20,21,結,未来,結,結,未来,未来,ablation,未来,0.1445,0.1445,0.0684
レストランで葵と哲也が本棚を見ていた。哲也は面白そうな指輪を選び、,592,1,3,4,5,7,13,15,22,23,哲,葵,哲,哲,葵,葵,ablation,葵,0.3672,0.3672,0.0004
翼と七海はレストランの図書館にいた。七海は借りていた飲み物を読み終え、,958,1,1,2,3,5,15,17,26,27,七,翼,七,七,翼,翼,eval,翼,0.5078,0.5078,0.0024
聡と直樹は店で休憩していた。直樹は携帯の画面にあるスナックを表示し、,799,1,1,3,4,6,13,15,28,29,直,�,直,直,�,�,ablation,�,0.1245,0.0,0.014
病院で結衣と翔太が歩いていたとき、翔太は珍しいコンピューターを見つけ、すぐに,180,1,4,6,7,9,14,16,25,26,翔,結,翔,翔,結,結,ablation,結,0.5195,0.5195,0.0045
里奈と剛は病院で修理をしていた。剛は近くにあったコンピューターを掴み、,684,1,1,3,4,5,13,14,25,26,剛,里,剛,剛,里,里,ablation,里,0.0732,0.0732,0.0002
楓と哲也は学校で休憩していた。哲也は携帯の画面にあるキスを表示し、,817,1,1,3,4,6,13,15,27,28,哲,�,哲,哲,�,�,eval,�,0.6758,0.0,0.0046
一輝と亮は庭の図書館にいた。亮は借りていた骨を読み終え、,946,1,1,3,4,5,15,16,24,25,亮,一,亮,亮,一,一,eval,一,0.2197,0.2197,0.0006
駅で葵と一輝が歩いていたとき、一輝は珍しいコンピューターを見つけ、すぐに,204,1,4,5,6,8,13,15,24,25,一,葵,一,一,葵,葵,ablation,葵,0.2275,0.2275,0.0327
