prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
美月と達也は家の図書館にいた。達也は借りていたキスを読み終え、,985,1,1,3,4,6,15,17,27,達,美,達,達,美,美,ablation,美,0.5781,0.5781,0.0064
レストランで遥と直樹が準備をしていた。直樹は余分なコンピューターを持っていたので、,740,1,3,4,5,7,12,14,26,直,遥,直,直,遥,遥,ablation,その,0.0305,0.0056,0.0287
直人と結衣は山にいた。結衣は落ちていた飲み物を拾い、,142,1,1,3,3,5,10,12,21,結,直,結,結,直,直,ablation,直,0.3691,0.3691,0.0017
店で結衣と陽菜が仕事をしていた。陽菜は新しい指輪を作成し、その内容を,432,1,3,5,6,8,12,14,25,陽,結,陽,陽,結,結,ablation,店,0.1914,0.0483,0.0115
家の隅で葵と健太が二人きりだった。健太は衝撃的なコンピューターを知り、こっそりと,556,1,4,5,6,8,14,16,34,健,葵,健,健,葵,葵,ablation,葵,0.207,0.207,0.002
学校で翼と健太が話していた。健太はバスケットボールを取り出すと、,27,1,3,4,5,7,11,13,21,健,翼,健,健,翼,翼,ablation,翼,0.2109,0.2109,0.0098
大輔と翔太が学校で席に着いた。翔太は熱い骨を持ってきて、,386,1,1,3,4,6,14,16,23,翔,大,翔,翔,大,大,ablation,大,0.4941,0.4941,0.0033
優菜と七海は店にいた。七海は落ちていた指輪を拾い、,72,1,1,3,4,6,11,13,22,七,優,七,七,優,優,ablation,優,0.5547,0.5547,0.007
庭で美羽と一輝が歩いていたとき、一輝は珍しいスナックを見つけ、すぐに,159,1,3,5,6,8,13,15,24,一,美,一,一,美,美,ablation,美,0.3281,0.3281,0.0238
レストランで涼太と楓が仕事をしていた。楓は新しいバスケットボールを作成し、その内容を,451,1,3,5,6,8,7,9,26,�,涼,�,�,涼,涼,ablation,涼,0.1172,0.1172,0.0
店で和也と拓也が買い物をしていた。拓也は素敵な飲み物を購入し、,222,1,3,5,6,8,13,15,24,拓,和,拓,拓,和,和,ablation,和,0.4238,0.4238,0.0002
花と哲也はオフィスで休憩していた。哲也は携帯の画面にあるバスケットボールを表示し、,835,1,1,2,3,5,14,16,30,哲,花,哲,哲,花,花,ablation,花,0.1953,0.1953,0.0025
庭で涼太と亮が練習していた。亮はコンピューターをキャッチすると、力強く,300,1,3,5,6,7,12,13,25,亮,涼,亮,亮,涼,涼,ablation,、,0.0298,0.0001,0.0001
レストランで美優と哲也が帰り支度をしていた。哲也は車のバスケットボールを見つけ、,883,1,3,5,6,8,15,17,25,哲,美,哲,哲,美,美,ablation,美,0.3438,0.3438,0.0016
レストランで哲也と翔太が乾杯しようとしていた。翔太は冷えたスナックを開け、,1031,1,3,5,6,8,15,17,26,翔,哲,翔,翔,哲,哲,ablation,哲,0.0554,0.0554,0.0011
庭で翼と健太が帰り支度をしていた。健太は車のスナックを見つけ、,879,1,3,4,5,7,14,16,24,健,翼,健,健,翼,翼,ablation,庭,0.1094,0.085,0.0066
七海と翔太は家で修理をしていた。翔太は近くにあったキスを掴み、,697,1,1,3,4,6,13,15,25,翔,七,翔,翔,七,七,ablation,七,0.2158,0.2158,0.0095
駅で和也と美優が乾杯しようとしていた。美優は冷えた指輪を開け、,1064,1,4,6,7,9,16,18,26,美,和,美,美,和,和,ablation,和,0.1514,0.1514,0.008
学校で涼太と葵が帰り支度をしていた。葵は車のキスを見つけ、,889,1,3,5,6,7,14,15,22,葵,涼,葵,葵,涼,涼,ablation,涼,0.0635,0.0635,0.0056
オフィスで彩と翔太が乾杯しようとしていた。翔太は冷えたバスケットボールを開け、,1051,1,5,6,7,9,16,18,27,翔,彩,翔,翔,彩,彩,ablation,彩,0.4766,0.4766,0.0009
七海と陽菜は山にいた。陽菜は落ちていたスナックを拾い、,143,1,1,3,4,6,11,13,23,陽,七,陽,陽,七,七,ablation,七,0.4297,0.4297,0.0015
山で陸と達也が仕事をしていた。達也は新しいネックレスを作成し、その内容を,501,1,3,4,5,7,11,13,25,達,陸,達,達,陸,陸,ablation,山,0.4238,0.005,0.0255
結衣と翔太が病院で席に着いた。翔太は熱いバスケットボールを持ってきて、,395,1,1,3,4,6,15,17,26,翔,結,翔,翔,結,結,ablation,結,0.793,0.793,0.0011
駅で葵と大輔が歩いていたとき、大輔は珍しい骨を見つけ、すぐに,202,1,4,5,6,8,13,15,22,大,葵,大,大,葵,葵,ablation,葵,0.5586,0.5586,0.0261
葵と翔太は病院で修理をしていた。翔太は近くにあったコンピューターを掴み、,684,1,1,2,3,5,13,15,27,翔,葵,翔,翔,葵,葵,ablation,葵,0.0952,0.0952,0.0022
拓也と翔太は山で修理をしていた。翔太は近くにあった指輪を掴み、,712,1,1,3,4,6,13,15,25,翔,拓,翔,翔,拓,拓,ablation,拓,0.5234,0.5234,0.0074
家の隅で里奈と愛が二人きりだった。愛は衝撃的なキスを知り、こっそりと,553,1,4,6,7,8,14,15,31,愛,里,愛,愛,里,里,eval,里,0.1406,0.1406,0.007
山で葵と一輝が帰り支度をしていた。一輝は車のバスケットボールを見つけ、,931,1,3,4,5,7,14,16,24,一,葵,一,一,葵,葵,ablation,葵,0.2305,0.2305,0.0228
楓と七海がオフィスで席に着いた。七海は熱いコンピューターを持ってきて、,404,1,1,3,4,6,16,18,28,七,�,七,七,�,�,ablation,�,0.3184,0.0,0.0016
山で美月と亮が買い物をしていた。亮は素敵なスナックを購入し、,287,1,3,5,6,7,12,13,23,亮,美,亮,亮,美,美,circuit,美,0.332,0.332,0.0008
庭で愛と結衣が仕事をしていた。結衣は新しいスナックを作成し、その内容を,447,1,3,4,5,7,11,13,25,結,愛,結,結,愛,愛,ablation,愛,0.0684,0.0684,0.0017
美優と哲也は家で修理をしていた。哲也は近くにあったバスケットボールを掴み、,699,1,1,3,4,6,13,15,26,哲,美,哲,哲,美,美,ablation,美,0.625,0.625,0.0005
陸と直樹はオフィスの図書館にいた。直樹は借りていた指輪を読み終え、,976,1,1,2,3,5,17,19,29,直,陸,直,直,陸,陸,ablation,陸,0.0835,0.0835,0.0029
美優と亮はオフィスにいた。亮は落ちていたキスを拾い、,113,1,1,3,4,5,12,13,22,亮,美,亮,亮,美,美,ablation,美,0.4395,0.4395,0.0002
和也と大輔が山で席に着いた。大輔は熱い指輪を持ってきて、,424,1,1,3,4,6,14,16,24,大,和,大,大,和,和,ablation,和,0.2109,0.2109,0.0049
学校で美優と陽菜が練習していた。陽菜はキスをキャッチすると、力強く,313,1,3,5,6,8,13,15,25,陽,美,陽,陽,美,美,ablation,キ,0.0679,0.0104,0.003
オフィスで花と優菜が準備をしていた。優菜は余分な骨を持っていたので、,762,1,5,6,7,9,14,16,25,優,花,優,優,花,花,eval,花,0.0972,0.0972,0.0591
山で杏奈と亮が買い物をしていた。亮は素敵なネックレスを購入し、,285,1,3,5,6,7,12,13,23,亮,杏,亮,亮,杏,杏,ablation,山,0.3184,0.1245,0.0021
学校で剛と哲也が買い物をしていた。哲也は素敵な飲み物を購入し、,246,1,3,4,5,7,12,14,23,哲,剛,哲,哲,剛,剛,ablation,その,0.0747,0.0293,0.0008
七海と愛は家で修理をしていた。愛は近くにあったキスを掴み、,697,1,1,3,4,5,12,13,23,愛,七,愛,愛,七,七,circuit,七,0.2021,0.2021,0.0078
レストランで蓮と健太が乾杯しようとしていた。健太は冷えた指輪を開け、,1024,1,3,4,5,7,14,16,24,健,蓮,健,健,蓮,蓮,ablation,蓮,0.1079,0.1079,0.0027
達也と亮はレストランの図書館にいた。亮は借りていた指輪を読み終え、,952,1,1,3,4,5,15,16,26,亮,達,亮,亮,達,達,ablation,達,0.3281,0.3281,0.0009
山で大輔と翔太が準備をしていた。翔太は余分なネックレスを持っていたので、,789,1,3,5,6,8,13,15,26,翔,大,翔,翔,大,大,eval,山,0.2344,0.1514,0.0075
学校で楓と未来が買い物をしていた。未来は素敵なバスケットボールを購入し、,243,1,3,5,6,7,12,13,23,未来,�,未来,未来,�,�,ablation,�,0.3477,0.0,0.0009
学校の隅で美咲と翔太が二人きりだった。翔太は衝撃的なバスケットボールを知り、こっそりと,531,1,5,8,9,11,17,19,36,翔,美,翔,翔,美,美,ablation,美,0.4277,0.4277,0.0398
愛と拓也は駅で修理をしていた。拓也は近くにあった飲み物を掴み、,710,1,1,2,3,5,13,15,25,拓,愛,拓,拓,愛,愛,circuit,愛,0.6641,0.6641,0.0019
美優と亮は病院で修理をしていた。亮は近くにあったネックレスを掴み、,685,1,1,3,4,5,13,14,25,亮,美,亮,亮,美,美,eval,美,0.416,0.416,0.0023
学校で拓也と健太が話していた。健太はバスケットボールを取り出すと、,27,1,3,5,6,8,12,14,22,健,拓,健,健,拓,拓,ablation,「,0.0386,0.025,0.0063
レストランで涼太と達也が帰り支度をしていた。達也は車の指輪を見つけ、,880,1,3,5,6,8,15,17,24,達,涼,達,達,涼,涼,ablation,涼,0.1133,0.1133,0.0047
レストランで美優と愛が準備をしていた。愛は余分なネックレスを持っていたので、,741,1,3,5,6,7,12,13,24,愛,美,愛,愛,美,美,ablation,美,0.1504,0.1504,0.0278
オフィスの隅で直樹と亮が二人きりだった。亮は衝撃的な骨を知り、こっそりと,546,1,7,9,10,11,17,18,33,亮,直,亮,亮,直,直,ablation,直,0.0728,0.0728,0.0016
山で葵と健太が話していた。健太はネックレスを取り出すと、,69,1,3,4,5,7,11,13,21,健,葵,健,健,葵,葵,ablation,葵,0.1602,0.1602,0.0009
学校で美月と達也が本棚を見ていた。達也は面白そうなスナックを選び、,607,1,3,5,6,8,14,16,25,達,美,達,達,美,美,ablation,美,0.3887,0.3887,0.0034
家で翼と翔太が乾杯しようとしていた。翔太は冷えたスナックを開け、,1063,1,3,4,5,7,14,16,25,翔,翼,翔,翔,翼,翼,ablation,翼,0.2754,0.2754,0.0021
駅で葵と結衣が話していた。結衣はネックレスを取り出すと、,61,1,4,5,6,8,12,14,22,結,葵,結,結,葵,葵,ablation,葵,0.2285,0.2285,0.0037
学校の隅で哲也と愛が二人きりだった。愛は衝撃的なキスを知り、こっそりと,529,1,5,7,8,9,15,16,32,愛,哲,愛,愛,哲,哲,ablation,哲,0.2334,0.2334,0.0116
病院で七海と拓也が歩いていたとき、拓也は珍しい骨を見つけ、すぐに,178,1,4,6,7,9,14,16,23,拓,七,拓,拓,七,七,ablation,病,0.4023,0.1226,0.0107
駅で愛と翔太が話していた。翔太は指輪を取り出すと、,56,1,4,5,6,8,12,14,21,翔,愛,翔,翔,愛,愛,ablation,愛,0.0544,0.0544,0.0048
楓と結衣が家で席に着いた。結衣は熱いキスを持ってきて、,409,1,1,3,4,6,14,16,24,結,�,結,結,�,�,eval,�,0.5742,0.0,0.0005
家で直樹と達也が仕事をしていた。達也は新しいネックレスを作成し、その内容を,485,1,3,5,6,8,12,14,26,達,直,達,達,直,直,ablation,直,0.1973,0.1973,0.0366
剛と拓也は駅にいた。拓也は落ちていた飲み物を拾い、,134,1,1,2,3,5,11,13,22,拓,剛,拓,拓,剛,剛,circuit,剛,0.0518,0.0518,0.0026
家の隅で楓と陽菜が二人きりだった。陽菜は衝撃的なバスケットボールを知り、こっそりと,555,1,4,6,7,9,15,17,34,陽,�,陽,陽,�,�,ablation,家,0.0791,0.0,0.0121
店で葵と翔太が歩いていたとき、翔太は珍しい骨を見つけ、すぐに,146,1,3,4,5,7,12,14,21,翔,葵,翔,翔,葵,葵,ablation,葵,0.2891,0.2891,0.0077
庭で七海と達也が歩いていたとき、達也は珍しい指輪を見つけ、すぐに,152,1,3,5,6,8,13,15,23,達,七,達,達,七,七,ablation,庭,0.2393,0.0605,0.0015
オフィスで愛と拓也が買い物をしていた。拓也は素敵なネックレスを購入し、,261,1,5,6,7,9,14,16,26,拓,愛,拓,拓,愛,愛,ablation,オ,0.7227,0.0464,0.0004
病院で涼太と哲也が乾杯しようとしていた。哲也は冷えたネックレスを開け、,1045,1,4,6,7,9,16,18,27,哲,涼,哲,哲,涼,涼,ablation,涼,0.0388,0.0388,0.0011
家で剛と七海が帰り支度をしていた。七海は車の指輪を見つけ、,912,1,3,4,5,7,14,16,23,七,剛,七,七,剛,剛,ablation,家,0.0483,0.0048,0.007
陽菜と翔太はレストランにいた。翔太は落ちていたキスを拾い、,89,1,1,3,4,6,11,13,22,翔,陽,翔,翔,陽,陽,eval,陽,0.2871,0.2871,0.0003
哲也と亮がレストランで席に着いた。亮は熱い骨を持ってきて、,378,1,1,3,4,5,13,14,21,亮,哲,亮,亮,哲,哲,ablation,哲,0.6016,0.6016,0.0001
庭で陸と美優が話していた。美優はネックレスを取り出すと、,13,1,3,4,5,7,11,13,21,美,陸,美,美,陸,陸,ablation,庭,0.1099,0.0079,0.0278
駅の隅で和也と一輝が二人きりだった。一輝は衝撃的なスナックを知り、こっそりと,567,1,6,8,9,11,17,19,36,一,和,一,一,和,和,ablation,和,0.2129,0.2129,0.0308
オフィスで亮と結衣が買い物をしていた。結衣は素敵なスナックを購入し、,263,1,5,6,7,9,14,16,26,結,亮,結,結,亮,亮,circuit,亮,0.416,0.416,0.0151
山で直人と健太が帰り支度をしていた。健太は車のバスケットボールを見つけ、,931,1,3,5,5,7,14,16,24,健,直,健,健,直,直,ablation,直,0.3633,0.3633,0.0007
山で七海と哲也が買い物をしていた。哲也は素敵な指輪を購入し、,280,1,3,5,6,8,13,15,24,哲,七,哲,哲,七,七,ablation,山,0.5469,0.2432,0.0005
レストランの隅でさくらと愛が二人きりだった。愛は衝撃的な骨を知り、こっそりと,522,1,5,8,9,10,16,17,32,愛,さ,愛,愛,さ,さ,eval,さ,0.063,0.063,0.0337
店で健太と翔太が本棚を見ていた。翔太は面白そうなスナックを選び、,583,1,3,5,6,8,14,16,25,翔,健,翔,翔,健,健,ablation,健,0.3184,0.3184,0.0051
学校で亮と結衣が帰り支度をしていた。結衣は車のキスを見つけ、,889,1,3,4,5,7,14,16,23,結,亮,結,結,亮,亮,ablation,亮,0.2949,0.2949,0.0084
庭で陸と拓也が本棚を見ていた。拓也は面白そうなコンピューターを選び、,588,1,3,4,5,7,13,15,25,拓,陸,拓,拓,陸,陸,ablation,庭,0.332,0.0155,0.0004
一輝と哲也はオフィスにいた。哲也は落ちていたスナックを拾い、,119,1,1,3,4,6,13,15,25,哲,一,哲,哲,一,一,ablation,一,0.4219,0.4219,0.0009
山で剛と哲也が帰り支度をしていた。哲也は車の骨を見つけ、,930,1,3,4,5,7,14,16,22,哲,剛,哲,哲,剛,剛,circuit,山,0.1914,0.0178,0.0008
里奈と亮はオフィスにいた。亮は落ちていたスナックを拾い、,119,1,1,3,4,5,12,13,23,亮,里,亮,亮,里,里,eval,里,0.1309,0.1309,0.0001
家で優花と達也が準備をしていた。達也は余分な飲み物を持っていたので、,774,1,3,5,6,8,13,15,25,達,優,達,達,優,優,ablation,優,0.1865,0.1865,0.0093
山で美月と拓也が乾杯しようとしていた。拓也は冷えた飲み物を開け、,1078,1,3,5,6,8,15,17,25,拓,美,拓,拓,美,美,ablation,美,0.293,0.293,0.0002
店で七海と健太が準備をしていた。健太は余分なバスケットボールを持っていたので、,723,1,3,5,6,8,13,15,26,健,七,健,健,七,七,ablation,七,0.1328,0.1328,0.0261
学校で楓と哲也が本棚を見ていた。哲也は面白そうな骨を選び、,602,1,3,5,6,8,14,16,23,哲,�,哲,哲,�,�,ablation,�,0.1221,0.0,0.0005
病院で蓮と陽菜が帰り支度をしていた。陽菜は車の骨を見つけ、,898,1,4,5,6,8,15,17,23,陽,蓮,陽,陽,蓮,蓮,ablation,蓮,0.1279,0.1279,0.0112
駅で葵と拓也が準備をしていた。拓也は余分な骨を持っていたので、,778,1,4,5,6,8,13,15,24,拓,葵,拓,拓,葵,葵,ablation,葵,0.1099,0.1099,0.0014
山で美月と結衣が準備をしていた。結衣は余分なコンピューターを持っていたので、,788,1,3,5,6,8,13,15,27,結,美,結,結,美,美,ablation,山,0.208,0.126,0.0496
達也と翔太は山にいた。翔太は落ちていた飲み物を拾い、,142,1,1,3,4,6,11,13,22,翔,達,翔,翔,達,達,ablation,達,0.4922,0.4922,0.0075
学校で哲也と結衣が本棚を見ていた。結衣は面白そうなバスケットボールを選び、,603,1,3,5,6,8,14,16,25,結,哲,結,結,哲,哲,ablation,哲,0.4219,0.4219,0.0028
病院の隅で楓と美月が二人きりだった。美月は衝撃的な飲み物を知り、こっそりと,542,1,6,8,9,11,17,19,35,美,�,美,美,�,�,ablation,美,0.0615,0.0,0.0615
直樹と健太が駅で席に着いた。健太は熱い飲み物を持ってきて、,422,1,1,3,4,6,15,17,25,健,直,健,健,直,直,circuit,直,0.582,0.582,0.0017
涼太と愛は家で修理をしていた。愛は近くにあったキスを掴み、,697,1,1,3,4,5,12,13,23,愛,涼,愛,愛,涼,涼,ablation,涼,0.6172,0.6172,0.0033
病院で結衣と翔太が仕事をしていた。翔太は新しいバスケットボールを作成し、その内容を,467,1,4,6,7,9,13,15,27,翔,結,翔,翔,結,結,ablation,結,0.3516,0.3516,0.0006
美優と翔太は家で修理をしていた。翔太は近くにあったスナックを掴み、,703,1,1,3,4,6,13,15,26,翔,美,翔,翔,美,美,eval,美,0.2207,0.2207,0.0205
亮と翔太が山で席に着いた。翔太は熱いキスを持ってきて、,425,1,1,2,3,5,13,15,23,翔,亮,翔,翔,亮,亮,ablation,亮,0.3652,0.3652,0.0092
亮と陽菜は家で休憩していた。陽菜は携帯の画面にある指輪を表示し、,840,1,1,2,3,5,12,14,27,陽,亮,陽,陽,亮,亮,ablation,亮,0.2988,0.2988,0.0159
オフィスで哲也と愛が買い物をしていた。愛は素敵なキスを購入し、,257,1,5,7,8,9,14,15,24,愛,哲,愛,愛,哲,哲,ablation,哲,0.6328,0.6328,0.009
達也と翔太は駅の図書館にいた。翔太は借りていたスナックを読み終え、,999,1,1,3,4,6,17,19,30,翔,達,翔,翔,達,達,ablation,達,0.5,0.5,0.0023
学校で優花と亮が帰り支度をしていた。亮は車のバスケットボールを見つけ、,891,1,3,5,6,7,14,15,23,亮,優,亮,亮,優,優,ablation,優,0.127,0.127,0.0026
店の隅で健太と陽菜が二人きりだった。陽菜は衝撃的な飲み物を知り、こっそりと,510,1,5,7,8,10,16,18,34,陽,健,陽,陽,健,健,ablation,健,0.3242,0.3242,0.0046
駅で結衣と陽菜が仕事をしていた。陽菜は新しい骨を作成し、その内容を,490,1,4,6,7,9,13,15,25,陽,結,陽,陽,結,結,ablation,結,0.2344,0.2344,0.0085
家で楓と未来が準備をしていた。未来は余分なネックレスを持っていたので、,773,1,3,5,6,7,12,13,24,未来,�,未来,未来,�,�,ablation,家,0.1895,0.0,0.0061
店で愛と翔太が歩いていたとき、翔太は珍しいコンピューターを見つけ、すぐに,148,1,3,4,5,7,12,14,24,翔,愛,翔,翔,愛,愛,ablation,店,0.4004,0.0613,0.0137
七海と翔太はレストランにいた。翔太は落ちていた骨を拾い、,90,1,1,3,4,6,11,13,21,翔,七,翔,翔,七,七,ablation,七,0.3652,0.3652,0.0071
オフィスで美優と哲也が本棚を見ていた。哲也は面白そうな飲み物を選び、,622,1,5,7,8,10,16,18,26,哲,美,哲,哲,美,美,ablation,美,0.3281,0.3281,0.003
駅で蓮と美月が本棚を見ていた。美月は面白そうな指輪を選び、,632,1,4,5,6,8,14,16,24,美,蓮,美,美,蓮,蓮,ablation,蓮,0.3574,0.3574,0.0177
山で愛と健太が帰り支度をしていた。健太は車の飲み物を見つけ、,934,1,3,4,5,7,14,16,23,健,愛,健,健,愛,愛,eval,愛,0.2158,0.2158,0.0045
レストランで直樹と達也が練習していた。達也はキスをキャッチすると、力強く,305,1,3,5,6,8,13,15,25,達,直,達,達,直,直,ablation,キ,0.0542,0.0129,0.0024
店で直樹と葵が準備をしていた。葵は余分なスナックを持っていたので、,727,1,3,5,6,7,12,13,24,葵,直,葵,葵,直,直,ablation,直,0.2471,0.2471,0.0042
翼と健太は駅で修理をしていた。健太は近くにあった骨を掴み、,706,1,1,2,3,5,13,15,24,健,翼,健,健,翼,翼,ablation,翼,0.5977,0.5977,0.0006
家で愛と大輔が買い物をしていた。大輔は素敵な骨を購入し、,266,1,3,4,5,7,12,14,22,大,愛,大,大,愛,愛,ablation,家,0.5078,0.0605,0.0135
翼と拓也はレストランで休憩していた。拓也は携帯の画面にあるコンピューターを表示し、,812,1,1,2,3,5,12,14,29,拓,翼,拓,拓,翼,翼,ablation,翼,0.5078,0.5078,0.0011
病院で亮と陽菜が歩いていたとき、陽菜は珍しい指輪を見つけ、すぐに,176,1,4,5,6,8,13,15,23,陽,亮,陽,陽,亮,亮,ablation,亮,0.7188,0.7188,0.0045
愛と健太は駅の図書館にいた。健太は借りていたコンピューターを読み終え、,996,1,1,2,3,5,16,18,30,健,愛,健,健,愛,愛,ablation,愛,0.5039,0.5039,0.0025
家の隅で七海と結衣が二人きりだった。結衣は衝撃的なバスケットボールを知り、こっそりと,555,1,4,6,7,9,15,17,34,結,七,結,結,七,七,ablation,七,0.1914,0.1914,0.0157
美月と拓也は駅の図書館にいた。拓也は借りていたコンピューターを読み終え、,996,1,1,3,4,6,17,19,31,拓,美,拓,拓,美,美,ablation,美,0.4316,0.4316,0.0002
病院で哲也と陽菜が乾杯しようとしていた。陽菜は冷えた指輪を開け、,1040,1,4,6,7,9,16,18,26,陽,哲,陽,陽,哲,哲,ablation,指,0.1152,0.0544,0.0037
智也と彩が駅で席に着いた。彩は熱いバスケットボールを持ってきて、,419,1,1,3,4,5,14,15,24,彩,智,彩,彩,智,智,ablation,智,0.5,0.5,0.0005
大輔と翔太は学校で休憩していた。翔太は携帯の画面にあるスナックを表示し、,823,1,1,3,4,6,13,15,29,翔,大,翔,翔,大,大,eval,大,0.6094,0.6094,0.006
七海と大輔は店で休憩していた。大輔は携帯の画面にある飲み物を表示し、,798,1,1,3,4,6,13,15,28,大,七,大,大,七,七,ablation,七,0.5,0.5,0.0133
葵と一輝は病院にいた。一輝は落ちていたネックレスを拾い、,109,1,1,2,3,5,11,13,23,一,葵,一,一,葵,葵,eval,葵,0.3379,0.3379,0.0131
達也と美優が山で席に着いた。美優は熱いスナックを持ってきて、,431,1,1,3,4,6,14,16,25,美,達,美,美,達,達,circuit,達,0.3418,0.3418,0.0049
翼と達也は家にいた。達也は落ちていた骨を拾い、,122,1,1,2,3,5,10,12,20,達,翼,達,達,翼,翼,ablation,翼,0.4336,0.4336,0.0004
駅で直樹と葵が乾杯しようとしていた。葵は冷えたネックレスを開け、,1069,1,4,6,7,8,15,16,25,葵,直,葵,葵,直,直,ablation,直,0.1514,0.1514,0.0003
家で陸と美月が乾杯しようとしていた。美月は冷えた指輪を開け、,1056,1,3,4,5,7,14,16,24,美,陸,美,美,陸,陸,ablation,指,0.0552,0.0168,0.0216
病院で陽菜と翔太が仕事をしていた。翔太は新しい指輪を作成し、その内容を,464,1,4,6,7,9,13,15,26,翔,陽,翔,翔,陽,陽,ablation,陽,0.2441,0.2441,0.0006
駅で拓也と翔太が帰り支度をしていた。翔太は車のネックレスを見つけ、,925,1,4,6,7,9,16,18,26,翔,拓,翔,翔,拓,拓,circuit,拓,0.082,0.082,0.0046
剛と大輔はオフィスで修理をしていた。大輔は近くにあったネックレスを掴み、,693,1,1,2,3,5,14,16,27,大,剛,大,大,剛,剛,ablation,大,0.042,0.0239,0.042
家で結衣と健太が本棚を見ていた。健太は面白そうなネックレスを選び、,629,1,3,5,6,8,14,16,25,健,結,健,健,結,結,ablation,結,0.7266,0.7266,0.0018
一輝と亮は店にいた。亮は落ちていたキスを拾い、,73,1,1,3,4,5,10,11,20,亮,一,亮,亮,一,一,ablation,一,0.373,0.373,0.0008
オフィスで拓也と大輔が歩いていたとき、大輔は珍しい骨を見つけ、すぐに,186,1,5,7,8,10,15,17,24,大,拓,大,大,拓,拓,ablation,拓,0.2754,0.2754,0.0137
愛と大輔が家で席に着いた。大輔は熱いコンピューターを持ってきて、,412,1,1,2,3,5,13,15,25,大,愛,大,大,愛,愛,ablation,愛,0.3203,0.3203,0.0205
オフィスで拓也と翔太が本棚を見ていた。翔太は面白そうな指輪を選び、,616,1,5,7,8,10,16,18,26,翔,拓,翔,翔,拓,拓,ablation,拓,0.3145,0.3145,0.0074
美優と哲也が庭で席に着いた。哲也は熱いネックレスを持ってきて、,373,1,1,3,4,6,14,16,25,哲,美,哲,哲,美,美,ablation,美,0.5117,0.5117,0.0004
店で一輝と拓也が本棚を見ていた。拓也は面白そうなネックレスを選び、,581,1,3,5,6,8,14,16,25,拓,一,拓,拓,一,一,ablation,店,0.4277,0.2441,0.0005
病院で愛と結衣が練習していた。結衣はスナックをキャッチすると、力強く,327,1,4,5,6,8,13,15,26,結,愛,結,結,愛,愛,ablation,、,0.0354,0.0035,0.0029
庭の隅で翼と拓也が二人きりだった。拓也は衝撃的な飲み物を知り、こっそりと,518,1,5,6,7,9,15,17,33,拓,翼,拓,拓,翼,翼,ablation,庭,0.126,0.0923,0.0085
病院で剛と拓也が買い物をしていた。拓也は素敵なネックレスを購入し、,253,1,4,5,6,8,13,15,25,拓,剛,拓,拓,剛,剛,ablation,剛,0.0554,0.0554,0.0001
庭で健太と大輔が本棚を見ていた。大輔は面白そうなスナックを選び、,591,1,3,5,6,8,14,16,25,大,健,大,大,健,健,ablation,庭,0.1787,0.1021,0.0214
家で七海と大輔が帰り支度をしていた。大輔は車のキスを見つけ、,913,1,3,5,6,8,15,17,24,大,七,大,大,七,七,ablation,七,0.1299,0.1299,0.0479
オフィスで陽菜と翔太が本棚を見ていた。翔太は面白そうなネックレスを選び、,621,1,5,7,8,10,16,18,27,翔,陽,翔,翔,陽,陽,ablation,オ,0.3242,0.1631,0.0007
愛と結衣が庭で席に着いた。結衣は熱い飲み物を持ってきて、,374,1,1,2,3,5,13,15,23,結,愛,結,結,愛,愛,ablation,愛,0.4004,0.4004,0.0022
美月と大輔はレストランにいた。大輔は落ちていたコンピューターを拾い、,92,1,1,3,4,6,11,13,24,大,美,大,大,美,美,ablation,美,0.3828,0.3828,0.0085
達也と健太はレストランの図書館にいた。健太は借りていた指輪を読み終え、,952,1,1,3,4,6,16,18,28,健,達,健,健,達,達,ablation,達,0.3008,0.3008,0.001
家で亮と陽菜が仕事をしていた。陽菜は新しい指輪を作成し、その内容を,480,1,3,4,5,7,11,13,24,陽,亮,陽,陽,亮,亮,ablation,亮,0.2256,0.2256,0.0253
学校の隅で葵と哲也が二人きりだった。哲也は衝撃的なネックレスを知り、こっそりと,533,1,5,6,7,9,15,17,34,哲,葵,哲,哲,葵,葵,ablation,葵,0.3652,0.3652,0.0006
庭で陸と美月が買い物をしていた。美月は素敵なネックレスを購入し、,229,1,3,4,5,7,12,14,24,美,陸,美,美,陸,陸,ablation,庭,0.2773,0.0796,0.0275
レストランで和也と達也が乾杯しようとしていた。達也は冷えた指輪を開け、,1024,1,3,5,6,8,15,17,25,達,和,達,達,和,和,ablation,和,0.0757,0.0757,0.0001
結衣と翔太はオフィスで修理をしていた。翔太は近くにあったネックレスを掴み、,693,1,1,3,4,6,15,17,28,翔,結,翔,翔,結,結,ablation,結,0.7383,0.7383,0.0009
哲也と翔太が店で席に着いた。翔太は熱い骨を持ってきて、,362,1,1,3,4,6,14,16,23,翔,哲,翔,翔,哲,哲,ablation,哲,0.7461,0.7461,0.0006
病院で優花と美月が準備をしていた。美月は余分な骨を持っていたので、,754,1,4,6,7,9,14,16,25,美,優,美,美,優,優,circuit,優,0.1245,0.1245,0.0356
オフィスで翼と陽菜が本棚を見ていた。陽菜は面白そうなキスを選び、,617,1,5,6,7,9,15,17,25,陽,翼,陽,陽,翼,翼,ablation,翼,0.6172,0.6172,0.0014
