prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
山で涼太と優菜が仕事をしていた。里奈は新しい骨を作成し、その内容を,498,1,3,5,6,8,12,14,24,大,美,大,大,美,美,ablation,山,0.1777,0.0005,0.0022
修と加奈はレストランで休憩していた。雄大は携帯の画面にある骨を表示し、,810,1,1,2,3,5,12,14,26,翔,愛,翔,翔,愛,愛,circuit,修,0.252,0.0003,0.0
店の隅で裕太と光が二人きりだった。加奈は衝撃的な骨を知り、こっそりと,506,1,5,7,8,9,15,17,32,結,愛,結,結,愛,愛,ablation,裕,0.1064,0.0004,0.0004
杏奈と修はオフィスにいた。雄大は落ちていたコンピューターを拾い、,116,1,1,3,4,5,12,14,25,大,翼,大,大,翼,翼,ablation,修,0.042,0.0001,0.0009
涼太と智也は庭にいた。加奈は落ちていた飲み物を拾い、,86,1,1,3,4,6,11,13,22,翔,陽,翔,翔,陽,陽,ablation,涼,0.1143,0.0005,0.0001
葵と裕太はレストランで休憩していた。修は携帯の画面にあるバスケットボールを表示し、,811,1,1,2,3,5,12,13,27,愛,美,愛,愛,美,美,eval,裕,0.2656,0.0003,0.0001
家で達也と隼人が本棚を見ていた。美羽は面白そうなキスを選び、,625,1,3,5,6,8,13,15,23,翔,直,翔,翔,直,直,eval,達,0.0952,0.0004,0.0005
病院で里奈と智也が買い物をしていた。杏奈は素敵な骨を購入し、,250,1,4,6,7,9,14,16,24,拓,美,拓,拓,美,美,eval,智,0.4199,0.0019,0.0
オフィスで美月と直樹が乾杯しようとしていた。光は冷えたバスケットボールを開け、,1051,1,5,7,8,10,17,18,27,七,翼,七,七,翼,翼,ablation,美,0.1104,0.0,0.0002
駅の隅で光と加奈が二人きりだった。雄大は衝撃的なコンピューターを知り、こっそりと,564,1,6,7,8,10,16,18,36,達,遥,達,達,遥,遥,ablation,光,0.125,0.0001,0.0001
七海と優菜はオフィスにいた。里奈は落ちていた飲み物を拾い、,118,1,1,3,4,6,13,15,24,拓,哲,拓,拓,哲,哲,eval,優,0.0796,0.0,0.0
駅で結衣と里奈が歩いていたとき、裕太は珍しい骨を見つけ、すぐに,202,1,4,6,7,9,14,16,23,翔,陽,翔,翔,陽,陽,circuit,結,0.2412,0.0001,0.0001
レストランで花と杏奈が練習していた。真央は骨をキャッチすると、力強く,306,1,3,4,5,7,12,14,23,大,翼,大,大,翼,翼,ablation,、,0.032,0.0,0.001
結衣と美月はレストランで修理をしていた。智也は近くにあった飲み物を掴み、,670,1,1,3,4,6,13,15,25,翔,大,翔,翔,大,大,ablation,二人,0.0306,0.0015,0.0
家の隅で和也と優花が二人きりだった。杏奈は衝撃的なコンピューターを知り、こっそりと,556,1,4,6,7,9,15,17,35,大,拓,大,大,拓,拓,ablation,和,0.1045,0.0,0.0006
美月と剛は山にいた。千尋は落ちていたキスを拾い、,137,1,1,3,4,5,10,12,21,達,翼,達,達,翼,翼,ablation,美,0.103,0.0,0.0001
千尋と裕太は学校で修理をしていた。加奈は近くにあった骨を掴み、,674,1,1,3,4,6,13,15,24,大,陽,大,大,陽,陽,ablation,千,0.1416,0.0001,0.001
店で優菜と遥が歩いていたとき、真央は珍しいコンピューターを見つけ、すぐに,148,1,3,5,6,7,12,14,24,直,剛,直,直,剛,剛,ablation,店,0.0747,0.0,0.0005
学校で美月と涼太が練習していた。里奈はネックレスをキャッチすると、力強く,317,1,3,5,6,8,13,15,26,結,拓,結,結,拓,拓,ablation,振り,0.0435,0.0,0.0011
庭で蓮と裕太が準備をしていた。大樹は余分なバスケットボールを持っていたので、,731,1,3,4,5,7,12,14,25,和,彩,和,和,彩,彩,circuit,庭,0.103,0.0001,0.0008
涼太と杏奈が庭で席に着いた。真央は熱いコンピューターを持ってきて、,372,1,1,3,4,6,14,16,26,結,美,結,結,美,美,ablation,涼,0.1797,0.0003,0.0004
病院の隅で直樹と美羽が二人きりだった。裕太は衝撃的なネックレスを知り、こっそりと,541,1,6,8,9,11,17,19,36,健,美,健,健,美,美,ablation,美,0.0869,0.0869,0.0001
病院で大樹と加奈が本棚を見ていた。雄大は面白そうなキスを選び、,609,1,4,6,7,9,15,17,25,結,千,結,結,千,千,ablation,加,0.1011,0.0004,0.0013
優菜と陸はレストランで修理をしていた。美羽は近くにあったスナックを掴み、,671,1,1,3,4,5,12,14,25,翔,剛,翔,翔,剛,剛,ablation,優,0.0366,0.0,0.0001
庭で優菜と里奈が話していた。大樹はネックレスを取り出すと、,13,1,3,5,6,8,12,14,22,健,美,健,健,美,美,eval,優,0.0703,0.0027,0.0001
店で和也と遥が買い物をしていた。光は素敵なネックレスを購入し、,221,1,3,5,6,7,12,13,23,愛,一,愛,愛,一,一,ablation,和,0.1885,0.0031,0.0005
レストランで美月と美羽が乾杯しようとしていた。裕太は冷えた飲み物を開け、,1030,1,3,5,3,5,15,17,25,大,一,大,大,一,一,ablation,美,0.1699,0.0168,0.0024
庭で美羽と裕太が買い物をしていた。遥は素敵なコンピューターを購入し、,228,1,3,5,6,8,13,14,25,陽,葵,陽,陽,葵,葵,eval,美,0.1982,0.0,0.0003
庭で里奈と花が帰り支度をしていた。美穂は車の骨を見つけ、,874,1,3,5,6,7,14,17,23,美,�,美,美,�,�,ablation,庭,0.0854,0.0,0.0116
庭で美月と蓮が練習していた。裕太は飲み物をキャッチすると、力強く,302,1,3,5,6,7,12,14,24,翔,翼,翔,翔,翼,翼,ablation,投,0.0449,0.0001,0.0004
オフィスで和也と優菜が本棚を見ていた。修は面白そうなネックレスを選び、,621,1,5,7,8,10,16,17,26,陽,葵,陽,陽,葵,葵,ablation,和,0.1836,0.0,0.0001
裕太と修はレストランで修理をしていた。香織は近くにあった指輪を掴み、,664,1,1,3,4,5,12,15,25,健,�,健,健,�,�,ablation,裕,0.4648,0.0,0.0001
病院で葵と和也が本棚を見ていた。杏奈は面白そうなバスケットボールを選び、,611,1,4,5,6,8,14,16,25,拓,亮,拓,拓,亮,亮,ablation,葵,0.3457,0.0,0.0
陸と千尋が病院で席に着いた。光は熱いスナックを持ってきて、,399,1,1,2,3,5,14,15,24,彩,里,彩,彩,里,里,ablation,千,0.1099,0.0001,0.0
家で達也と美月が帰り支度をしていた。雄大は車のネックレスを見つけ、,917,1,3,5,6,8,15,17,25,結,拓,結,結,拓,拓,ablation,それを,0.0476,0.0,0.0024
庭で達也と直樹が歩いていたとき、真央は珍しい飲み物を見つけ、すぐに,158,1,3,5,6,8,13,15,23,哲,美,哲,哲,美,美,eval,飲,0.1406,0.0005,0.0
杏奈と修は駅の図書館にいた。加奈は借りていた指輪を読み終え、,992,1,1,3,4,5,16,18,28,美,彩,美,美,彩,彩,ablation,修,0.209,0.0,0.0011
学校で里奈と遥が練習していた。雄大はスナックをキャッチすると、力強く,319,1,3,5,6,7,12,14,25,直,剛,直,直,剛,剛,ablation,「,0.0552,0.0,0.0003
店で美月と優花が本棚を見ていた。杏奈は面白そうな飲み物を選び、,582,1,3,5,6,8,14,16,24,翔,哲,翔,翔,哲,哲,ablation,美,0.1196,0.0,0.0
オフィスで涼太と優花が話していた。真央はネックレスを取り出すと、,45,1,5,7,8,10,14,16,24,陽,健,陽,陽,健,健,ablation,涼,0.103,0.0,0.0006
直樹と優菜は家にいた。蓮は落ちていた指輪を拾い、,120,1,1,3,4,6,11,12,21,哲,翼,哲,哲,翼,翼,ablation,直,0.1787,0.0,0.0001
蓮と千尋が山で席に着いた。誠は熱い指輪を持ってきて、,424,1,1,2,3,5,13,14,22,翼,涼,翼,翼,涼,涼,eval,千,0.2773,0.0004,0.0
庭で彩と花が話していた。加奈はコンピューターを取り出すと、,12,1,3,4,5,6,10,12,21,翼,和,翼,翼,和,和,circuit,彩,0.0364,0.0005,0.0
庭で和也と誠が本棚を見ていた。加奈は面白そうな飲み物を選び、,590,1,3,5,6,7,13,15,23,陽,亮,陽,陽,亮,亮,ablation,二人,0.0649,0.0,0.0001
オフィスで翼と彩が話していた。花は指輪を取り出すと、,40,1,5,6,7,8,12,13,20,愛,亮,愛,愛,亮,亮,ablation,その,0.0317,0.0001,0.0014
レストランで直樹と裕太が本棚を見ていた。雄大は面白そうなスナックを選び、,599,1,3,5,6,8,14,16,25,結,涼,結,結,涼,涼,circuit,直,0.0737,0.0003,0.0011
達也と美月は山で休憩していた。杏奈は携帯の画面にある指輪を表示し、,856,1,1,3,4,6,13,15,28,大,結,大,大,結,結,ablation,美,0.1377,0.0024,0.0029
家で葵と直樹が準備をしていた。蓮は余分なネックレスを持っていたので、,773,1,3,4,5,7,12,13,24,愛,七,愛,愛,七,七,ablation,葵,0.103,0.0001,0.0002
智也と蓮は駅にいた。千尋は落ちていたネックレスを拾い、,133,1,1,3,4,5,11,13,23,翔,愛,翔,翔,愛,愛,ablation,智,0.05,0.001,0.0
病院で美優と涼太が買い物をしていた。直樹は素敵なバスケットボールを購入し、,251,1,4,6,7,9,14,16,26,陽,健,陽,陽,健,健,eval,美,0.2539,0.0003,0.0003
優花と美羽は学校の図書館にいた。加奈は借りていたネックレスを読み終え、,965,1,1,3,4,6,16,18,29,健,達,健,健,達,達,circuit,優,0.0557,0.0003,0.0001
涼太と彩は山にいた。美穂は落ちていた指輪を拾い、,136,1,1,3,4,5,10,13,22,美,�,美,美,�,�,ablation,涼,0.291,0.0,0.005
拓也と美優が学校で席に着いた。直樹は熱いバスケットボールを持ってきて、,387,1,1,3,4,6,14,16,25,翔,結,翔,翔,結,結,ablation,美,0.0654,0.0003,0.0003
家の隅で一輝と蓮が二人きりだった。加奈は衝撃的な飲み物を知り、こっそりと,558,1,4,6,7,8,14,16,32,翔,亮,翔,翔,亮,亮,ablation,一,0.0757,0.0,0.0
学校で美優と彩が本棚を見ていた。美羽は面白そうなバスケットボールを選び、,603,1,3,5,6,7,3,5,24,健,亮,健,健,亮,亮,ablation,彩,0.6484,0.0,0.0001
家で美優と直樹が帰り支度をしていた。美羽は車のコンピューターを見つけ、,916,1,3,5,6,8,3,5,26,陽,健,陽,陽,健,健,ablation,直,0.1245,0.0001,0.0001
レストランで優菜と里奈が買い物をしていた。蓮は素敵な飲み物を購入し、,238,1,3,5,6,8,13,14,23,達,翼,達,達,翼,翼,circuit,優,0.1011,0.0,0.0001
山で千尋と誠が本棚を見ていた。光は面白そうなバスケットボールを選び、,643,1,3,5,6,7,13,14,23,亮,達,亮,亮,達,達,ablation,千,0.165,0.0001,0.0
学校で葵と和也が仕事をしていた。千尋は新しいスナックを作成し、その内容を,463,1,3,4,5,7,11,13,25,大,亮,大,大,亮,亮,ablation,和,0.2061,0.0,0.0005
涼太と優菜は病院にいた。智也は落ちていた指輪を拾い、,104,1,1,3,4,6,12,14,23,一,和,一,一,和,和,ablation,涼,0.1826,0.0004,0.0038
誠と修は山にいた。光は落ちていた飲み物を拾い、,142,1,1,2,3,4,9,10,19,葵,剛,葵,葵,剛,剛,ablation,誠,0.1206,0.0,0.0
家で剛と花が帰り支度をしていた。裕太は車の骨を見つけ、,914,1,3,4,5,6,13,15,21,亮,美,亮,亮,美,美,ablation,花,0.0728,0.0004,0.0001
翼と優菜は店にいた。裕太は落ちていたバスケットボールを拾い、,75,1,1,2,3,5,10,12,22,大,愛,大,大,愛,愛,ablation,優,0.0435,0.0005,0.0016
優菜と美羽が駅で席に着いた。杏奈は熱いバスケットボールを持ってきて、,419,1,1,3,4,6,15,17,26,健,和,健,健,和,和,ablation,二人,0.0967,0.0006,0.0004
山で直樹と陸が乾杯しようとしていた。杏奈は冷えたコンピューターを開け、,1076,1,3,5,6,7,14,16,26,陽,葵,陽,陽,葵,葵,ablation,山,0.0679,0.0,0.0002
病院で千尋と真央が乾杯しようとしていた。加奈は冷えた飲み物を開け、,1046,1,4,6,7,9,16,18,26,達,一,達,達,一,一,ablation,千,0.1235,0.013,0.0
葵と隼人は店で修理をしていた。聡は近くにあった骨を掴み、,650,1,1,2,3,5,11,13,22,亮,一,亮,亮,一,一,ablation,葵,0.0461,0.0066,0.0
和也と剛はレストランで修理をしていた。雄大は近くにあった飲み物を掴み、,670,1,1,3,4,5,12,14,24,美,翼,美,美,翼,翼,ablation,和,0.082,0.0,0.0006
直樹と彩は学校にいた。大樹は落ちていたコンピューターを拾い、,100,1,1,3,4,5,10,12,23,結,愛,結,結,愛,愛,ablation,彩,0.4395,0.0002,0.0005
優菜と智也はレストランで休憩していた。遥は携帯の画面にあるキスを表示し、,809,1,1,3,4,6,13,14,27,一,彩,一,一,彩,彩,ablation,優,0.0986,0.0001,0.003
家で里奈と杏奈が準備をしていた。千尋は余分なキスを持っていたので、,769,1,3,5,6,8,13,15,25,哲,美,哲,哲,美,美,circuit,家,0.0369,0.001,0.0
翼と遥は学校で休憩していた。加奈は携帯の画面にあるスナックを表示し、,823,1,1,2,3,4,11,13,27,亮,七,亮,亮,七,七,ablation,翼,0.2793,0.0001,0.0
レストランで里奈と蓮が乾杯しようとしていた。遥は冷えた指輪を開け、,1024,1,3,5,6,7,14,15,23,愛,直,愛,愛,直,直,ablation,指,0.0669,0.0007,0.0009
駅で美月と優菜が仕事をしていた。修は新しい指輪を作成し、その内容を,488,1,4,6,7,9,13,14,25,達,翼,達,達,翼,翼,ablation,優,0.1953,0.0,0.0004
七海と翼は店の図書館にいた。杏奈は借りていたコンピューターを読み終え、,940,1,1,3,4,5,15,17,29,拓,亮,拓,拓,亮,亮,ablation,七,0.1846,0.0,0.0
レストランで剛と杏奈が買い物をしていた。真央は素敵な飲み物を購入し、,238,1,3,4,5,7,12,14,23,美,翼,美,美,翼,翼,eval,二人,0.0474,0.0,0.0022
七海と和也は山にいた。裕太は落ちていた指輪を拾い、,136,1,1,3,4,6,11,13,22,陽,達,陽,陽,達,達,ablation,七,0.106,0.0,0.0003
病院で蓮と千尋が乾杯しようとしていた。加奈は冷えた飲み物を開け、,1046,1,4,5,6,8,15,17,25,愛,さ,愛,愛,さ,さ,ablation,千,0.103,0.0055,0.0005
陸と誠は病院の図書館にいた。真央は借りていた飲み物を読み終え、,974,1,1,2,3,4,15,17,27,亮,一,亮,亮,一,一,ablation,陸,0.0466,0.0071,0.0
学校で美羽と智也が話していた。杏奈は指輪を取り出すと、,24,1,3,5,6,8,12,14,21,直,里,直,直,里,里,eval,美,0.249,0.0001,0.0013
智也と裕太は山で修理をしていた。真央は近くにあった骨を掴み、,714,1,1,3,4,6,13,15,24,美,和,美,美,和,和,ablation,裕,0.0815,0.0002,0.0002
病院で翼と杏奈が仕事をしていた。真央は新しいキスを作成し、その内容を,465,1,4,5,6,8,12,14,25,健,葵,健,健,葵,葵,ablation,杏,0.2461,0.0,0.0003
レストランで亮とさくらが準備をしていた。智也は余分なコンピューターを持っていたので、,740,1,3,4,5,8,13,15,27,翔,大,翔,翔,大,大,eval,さ,0.0703,0.0026,0.0
蓮と大樹は庭で修理をしていた。真央は近くにあったコンピューターを掴み、,660,1,1,2,3,5,12,14,26,翔,剛,翔,翔,剛,剛,ablation,大,0.0435,0.0,0.0
陸と千尋は庭にいた。裕太は落ちていたキスを拾い、,81,1,1,2,3,5,10,12,21,結,翼,結,結,翼,翼,ablation,千,0.1494,0.0001,0.0005
店で杏奈と千尋が乾杯しようとしていた。雄大は冷えたネックレスを開け、,1013,1,3,5,6,8,15,17,26,大,陽,大,大,陽,陽,ablation,千,0.0417,0.0002,0.0013
山で真央と修が準備をしていた。香織は余分なスナックを持っていたので、,791,1,3,5,6,7,12,15,26,陽,�,陽,陽,�,�,circuit,山,0.1758,0.0,0.0001
オフィスで優菜と美羽が歩いていたとき、誠は珍しい骨を見つけ、すぐに,186,1,5,7,8,10,15,16,23,陽,翼,陽,陽,翼,翼,ablation,美,0.0776,0.0,0.0003
学校で優菜と智也が歩いていたとき、大樹は珍しい骨を見つけ、すぐに,170,1,3,5,6,8,13,15,22,拓,直,拓,拓,直,直,ablation,優,0.165,0.0003,0.0001
病院で美優と翼が準備をしていた。美羽は余分なスナックを持っていたので、,759,1,4,6,7,8,4,6,26,陽,愛,陽,陽,愛,愛,ablation,美,0.2012,0.0008,0.0001
拓也と真央は家にいた。雄大は落ちていた骨を拾い、,122,1,1,3,4,6,11,13,21,翔,結,翔,翔,結,結,ablation,拓,0.051,0.0006,0.0004
レストランの隅で葵と優菜が二人きりだった。花は衝撃的なバスケットボールを知り、こっそりと,523,1,5,6,7,9,15,16,33,愛,哲,愛,愛,哲,哲,circuit,葵,0.1924,0.0,0.0003
レストランで里奈と千尋が本棚を見ていた。誠は面白そうなコンピューターを選び、,596,1,3,5,6,8,14,15,25,陽,葵,陽,陽,葵,葵,ablation,千,0.0654,0.0,0.0001
家で優花と大樹が練習していた。雄大はコンピューターをキャッチすると、力強く,340,1,3,5,6,8,13,15,27,七,涼,七,七,涼,涼,ablation,、,0.0337,0.0,0.0
レストランで優花と遥が本棚を見ていた。修は面白そうなバスケットボールを選び、,595,1,3,5,6,7,13,14,23,翼,涼,翼,翼,涼,涼,ablation,二人,0.0405,0.0004,0.0
店で美優と優菜が準備をしていた。加奈は余分なキスを持っていたので、,721,1,3,5,4,6,13,15,25,大,健,大,大,健,健,ablation,美,0.0732,0.0004,0.0016
店で花と裕太が仕事をしていた。真央は新しい骨を作成し、その内容を,434,1,3,4,5,7,11,13,23,健,亮,健,健,亮,亮,circuit,裕,0.2295,0.0,0.0002
庭で花と千尋が準備をしていた。加奈は余分な飲み物を持っていたので、,734,1,3,4,5,7,12,14,24,健,彩,健,健,彩,彩,ablation,庭,0.2334,0.0,0.0
花と千尋は山で修理をしていた。遥は近くにあった指輪を掴み、,712,1,1,2,3,5,12,13,23,翼,優,翼,翼,優,優,ablation,千,0.2236,0.0005,0.0
